PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
40,1,4,260,1542,2,16-02-06 0:00,25-02-06 0:00,28343.7,2267.496,708.5925,31319.7885,25-02-06 0:00
41,1,4,258,1610,4,16-02-06 0:00,25-02-06 0:00,22516.725,1801.338,562.9181,24880.9811,25-02-06 0:00
42,2,4,254,1638,5,16-02-06 0:00,25-02-06 0:00,34644.225,2771.538,866.1056,38281.8686,25-02-06 0:00
43,1,4,257,1582,5,16-02-06 0:00,25-02-06 0:00,427.9275,34.2342,10.6982,472.8599,25-02-06 0:00
44,1,3,261,1510,5,16-02-06 0:00,25-02-06 0:00,143.0415,11.4433,3.576,158.0608,25-02-06 0:00
45,1,4,250,1526,2,16-02-06 0:00,25-02-06 0:00,28199.325,2255.946,704.9831,31160.2541,25-02-06 0:00
46,1,4,253,1644,1,16-02-06 0:00,25-02-06 0:00,3713.325,297.066,92.8331,4103.2241,25-02-06 0:00
47,1,4,255,1680,5,16-02-06 0:00,25-02-06 0:00,63831.075,5106.486,1595.7769,70533.3379,25-02-06 0:00
48,1,4,256,1584,5,16-02-06 0:00,25-02-06 0:00,16340.31,1307.2248,408.5078,18056.0426,25-02-06 0:00
49,1,4,259,1620,5,20-02-06 0:00,01-03-06 0:00,5711.475,456.918,142.7869,6311.1799,01-03-06 0:00
50,2,4,260,1666,5,20-02-06 0:00,01-03-06 0:00,429.345,34.3476,10.7336,474.4262,01-03-06 0:00
51,1,4,258,1592,2,20-02-06 0:00,01-03-06 0:00,97.965,7.8372,2.4491,108.2513,01-03-06 0:00
52,1,4,254,1618,4,20-02-06 0:00,01-03-06 0:00,114.471,9.1577,2.8618,126.4905,01-03-06 0:00
53,1,4,252,1612,4,24-02-06 0:00,05-03-06 0:00,132.6465,10.6117,3.3162,146.5744,05-03-06 0:00
54,3,3,261,1586,5,24-02-06 0:00,05-03-06 0:00,43878.45,3510.276,1096.9613,48485.6873,05-03-06 0:00
55,1,4,251,1500,1,24-02-06 0:00,05-03-06 0:00,418.95,33.516,10.4738,462.9398,05-03-06 0:00
56,1,4,253,1656,4,24-02-06 0:00,05-03-06 0:00,525.7665,42.0613,13.1442,580.972,05-03-06 0:00
57,1,4,255,1572,1,24-02-06 0:00,05-03-06 0:00,461.79,36.9432,11.5448,510.278,05-03-06 0:00
58,1,4,256,1562,4,24-02-06 0:00,05-03-06 0:00,630.378,50.4302,15.7595,696.5677,05-03-06 0:00
59,6,4,259,1662,2,24-02-06 0:00,05-03-06 0:00,37.0755,2.966,0.9269,40.9684,05-03-06 0:00
60,1,4,260,1682,4,24-02-06 0:00,05-03-06 0:00,21558.075,1724.646,538.9519,23821.6729,05-03-06 0:00
61,1,4,258,1686,4,24-02-06 0:00,05-03-06 0:00,507.087,40.567,12.6772,560.3312,05-03-06 0:00
62,1,4,254,1684,5,24-02-06 0:00,05-03-06 0:00,41048.7,3283.896,1026.2175,45358.8135,05-03-06 0:00
63,1,4,257,1534,5,24-02-06 0:00,05-03-06 0:00,429.345,34.3476,10.7336,474.4262,05-03-06 0:00
64,2,3,261,1614,5,24-02-06 0:00,05-03-06 0:00,279.153,22.3322,6.9788,308.464,05-03-06 0:00
65,1,4,251,1588,5,24-02-06 0:00,05-03-06 0:00,40471.2,3237.696,1011.78,44720.676,05-03-06 0:00
66,2,4,253,1622,5,24-02-06 0:00,05-03-06 0:00,563.5665,45.0853,14.0892,622.741,05-03-06 0:00
67,1,4,255,1632,5,24-02-06 0:00,05-03-06 0:00,62092.8,4967.424,1552.32,68612.544,05-03-06 0:00
68,2,4,256,1608,5,24-02-06 0:00,05-03-06 0:00,5948.25,475.86,148.7063,6572.8163,05-03-06 0:00
69,1,4,259,1576,5,25-02-06 0:00,06-03-06 0:00,91117.95,7289.436,2277.9488,100685.3348,06-03-06 0:00
70,2,4,260,1590,1,25-02-06 0:00,06-03-06 0:00,525,42,13.125,580.125,06-03-06 0:00
71,1,4,258,1514,5,25-02-06 0:00,06-03-06 0:00,2003.6835,160.2947,50.0921,2214.0703,06-03-06 0:00
72,1,4,254,1498,4,25-02-06 0:00,06-03-06 0:00,26455.275,2116.422,661.3819,29233.0789,06-03-06 0:00
73,1,4,257,1674,2,12-03-06 0:00,21-03-06 0:00,944.37,75.5496,23.6093,1043.5289,21-03-06 0:00
74,3,3,261,1652,4,12-03-06 0:00,21-03-06 0:00,44594.55,3567.564,1114.8638,49276.9778,21-03-06 0:00
75,1,4,251,1578,3,12-03-06 0:00,21-03-06 0:00,62843.55,5027.484,1571.0888,69442.1228,21-03-06 0:00
76,1,4,253,1538,5,12-03-06 0:00,21-03-06 0:00,37843.575,3027.486,946.0894,41817.1504,21-03-06 0:00
77,1,4,252,1556,4,12-03-06 0:00,21-03-06 0:00,25531.275,2042.502,638.2819,28212.0589,21-03-06 0:00
78,1,4,256,1554,5,12-03-06 0:00,21-03-06 0:00,694.1655,55.5332,17.3541,767.0528,21-03-06 0:00
79,1,4,259,1688,4,12-03-06 0:00,21-03-06 0:00,125.748,10.0598,3.1437,138.9515,21-03-06 0:00
80,1,4,260,1580,5,12-03-06 0:00,21-03-06 0:00,150.7905,12.0632,3.7698,166.6235,21-03-06 0:00
81,1,4,258,1496,5,12-03-06 0:00,21-03-06 0:00,560.007,44.8006,14.0002,618.8078,21-03-06 0:00
82,2,4,254,1494,2,12-03-06 0:00,21-03-06 0:00,8847.3,707.784,221.1825,9776.2665,21-03-06 0:00
83,1,4,257,1650,5,12-03-06 0:00,21-03-06 0:00,171.0765,13.6861,4.2769,189.0395,21-03-06 0:00
84,1,3,261,1654,4,12-03-06 0:00,21-03-06 0:00,20397.3,1631.784,509.9325,22539.0165,21-03-06 0:00
85,1,4,251,1664,3,12-03-06 0:00,21-03-06 0:00,14628.075,1170.246,365.7019,16164.0229,21-03-06 0:00
86,2,4,253,1678,3,12-03-06 0:00,21-03-06 0:00,58685.55,4694.844,1467.1388,64847.5328,21-03-06 0:00
87,1,4,255,1616,5,12-03-06 0:00,21-03-06 0:00,773.01,61.8408,19.3253,854.1761,21-03-06 0:00
88,2,4,252,1492,5,12-03-06 0:00,21-03-06 0:00,656.586,52.5269,16.4147,725.5276,21-03-06 0:00
89,1,4,259,1602,5,26-03-06 0:00,04-04-06 0:00,1796.0355,143.6828,44.9009,1984.6192,04-04-06 0:00
90,1,4,260,1540,4,26-03-06 0:00,04-04-06 0:00,358.6275,28.6902,8.9657,396.2834,04-04-06 0:00
91,1,4,258,1628,5,26-03-06 0:00,04-04-06 0:00,34644.225,2771.538,866.1056,38281.8686,04-04-06 0:00
92,1,4,250,1604,4,26-03-06 0:00,04-04-06 0:00,257.5755,20.606,6.4394,284.6209,04-04-06 0:00
93,1,4,257,1690,5,30-03-06 0:00,08-04-06 0:00,146.286,11.7029,3.6572,161.6461,08-04-06 0:00
94,1,3,261,1566,5,30-03-06 0:00,08-04-06 0:00,102.564,8.2051,2.5641,113.3332,08-04-06 0:00
95,1,4,251,1698,5,30-03-06 0:00,08-04-06 0:00,150.7905,12.0632,3.7698,166.6235,08-04-06 0:00
96,1,4,253,1560,5,30-03-06 0:00,08-04-06 0:00,13669.425,1093.554,341.7356,15104.7146,08-04-06 0:00
97,3,4,255,1692,5,09-04-06 0:00,18-04-06 0:00,16393.23,1311.4584,409.8308,18114.5192,18-04-06 0:00
98,1,4,256,1696,4,09-04-06 0:00,18-04-06 0:00,73377.15,5870.172,1834.4288,81081.7508,18-04-06 0:00
99,1,4,259,1504,1,09-04-06 0:00,18-04-06 0:00,551.88,44.1504,13.797,609.8274,18-04-06 0:00
100,1,4,260,1544,1,09-04-06 0:00,18-04-06 0:00,6987.75,559.02,174.6938,7721.4638,18-04-06 0:00
101,2,4,258,1530,2,09-04-06 0:00,18-04-06 0:00,28072.275,2245.782,701.8069,31019.8639,18-04-06 0:00
102,1,4,254,1508,1,09-04-06 0:00,18-04-06 0:00,35394.975,2831.598,884.8744,39111.4474,18-04-06 0:00
103,1,4,257,1694,1,09-04-06 0:00,18-04-06 0:00,3407.25,272.58,85.1813,3765.0113,18-04-06 0:00
104,1,3,261,1624,2,09-04-06 0:00,18-04-06 0:00,28297.5,2263.8,707.4375,31268.7375,18-04-06 0:00
105,1,4,251,1548,2,09-04-06 0:00,18-04-06 0:00,59.9445,4.7956,1.4986,66.2387,18-04-06 0:00
106,1,4,253,1598,4,09-04-06 0:00,18-04-06 0:00,332.955,26.6364,8.3239,367.9153,18-04-06 0:00
107,1,4,255,1658,5,09-04-06 0:00,18-04-06 0:00,43878.45,3510.276,1096.9613,48485.6873,18-04-06 0:00
108,1,4,256,1536,4,09-04-06 0:00,18-04-06 0:00,674.3835,53.9507,16.8596,745.1938,18-04-06 0:00
109,1,4,259,1568,2,09-04-06 0:00,18-04-06 0:00,31398.675,2511.894,784.9669,34695.5359,18-04-06 0:00
110,1,4,250,1648,5,09-04-06 0:00,18-04-06 0:00,142.4115,11.3929,3.5603,157.3647,18-04-06 0:00
111,1,4,258,1646,5,09-04-06 0:00,18-04-06 0:00,19236.525,1538.922,480.9131,21256.3601,18-04-06 0:00
112,1,4,254,1672,4,09-04-06 0:00,18-04-06 0:00,272.4435,21.7955,6.8111,301.0501,18-04-06 0:00
113,2,4,257,1600,1,10-04-06 0:00,19-04-06 0:00,1276.275,102.102,31.9069,1410.2839,19-04-06 0:00
114,1,3,261,1522,1,10-04-06 0:00,19-04-06 0:00,2003.925,160.314,50.0981,2214.3371,19-04-06 0:00
115,1,4,251,1570,2,10-04-06 0:00,19-04-06 0:00,50860.425,4068.834,1271.5106,56200.7696,19-04-06 0:00
116,1,4,253,1516,1,10-04-06 0:00,19-04-06 0:00,454.86,36.3888,11.3715,502.6203,19-04-06 0:00
117,1,4,255,1506,5,10-04-06 0:00,19-04-06 0:00,43878.45,3510.276,1096.9613,48485.6873,19-04-06 0:00
118,2,4,256,1626,2,10-04-06 0:00,19-04-06 0:00,7132.125,570.57,178.3031,7880.9981,19-04-06 0:00
119,1,4,259,1542,2,10-04-06 0:00,19-04-06 0:00,28343.7,2267.496,708.5925,31319.7885,19-04-06 0:00
120,1,4,260,1610,4,10-04-06 0:00,19-04-06 0:00,22516.725,1801.338,562.9181,24880.9811,19-04-06 0:00
121,1,4,250,1638,5,10-04-06 0:00,19-04-06 0:00,34644.225,2771.538,866.1056,38281.8686,19-04-06 0:00
122,1,4,254,1582,4,10-04-06 0:00,19-04-06 0:00,266.238,21.299,6.656,294.193,19-04-06 0:00
123,2,4,257,1510,5,10-04-06 0:00,19-04-06 0:00,143.0415,11.4433,3.576,158.0608,19-04-06 0:00
124,1,3,261,1526,2,10-04-06 0:00,19-04-06 0:00,28199.325,2255.946,704.9831,31160.2541,19-04-06 0:00
125,1,4,251,1644,1,10-04-06 0:00,19-04-06 0:00,3713.325,297.066,92.8331,4103.2241,19-04-06 0:00
126,1,4,253,1680,5,10-04-06 0:00,19-04-06 0:00,63831.075,5106.486,1595.7769,70533.3379,19-04-06 0:00
127,1,4,255,1584,5,10-04-06 0:00,19-04-06 0:00,16340.31,1307.2248,408.5078,18056.0426,19-04-06 0:00
128,1,4,256,1620,5,10-04-06 0:00,19-04-06 0:00,5711.475,456.918,142.7869,6311.1799,19-04-06 0:00
129,1,4,259,1666,4,15-04-06 0:00,24-04-06 0:00,665.028,53.2022,16.6257,734.8559,24-04-06 0:00
130,1,4,260,1592,2,15-04-06 0:00,24-04-06 0:00,97.965,7.8372,2.4491,108.2513,24-04-06 0:00
131,1,4,258,1618,4,15-04-06 0:00,24-04-06 0:00,114.471,9.1577,2.8618,126.4905,24-04-06 0:00
132,3,4,254,1612,4,15-04-06 0:00,24-04-06 0:00,132.6465,10.6117,3.3162,146.5744,24-04-06 0:00
133,1,4,257,1586,5,29-04-06 0:00,08-05-06 0:00,43878.45,3510.276,1096.9613,48485.6873,08-05-06 0:00
134,1,3,261,1500,1,29-04-06 0:00,08-05-06 0:00,418.95,33.516,10.4738,462.9398,08-05-06 0:00
135,1,4,251,1656,4,29-04-06 0:00,08-05-06 0:00,3413.2455,273.0596,85.3311,3771.6362,08-05-06 0:00
136,1,4,253,1572,1,29-04-06 0:00,08-05-06 0:00,461.79,36.9432,11.5448,510.278,08-05-06 0:00
137,3,4,255,1562,4,13-05-06 0:00,22-05-06 0:00,722.4525,57.7962,18.0613,798.31,22-05-06 0:00
138,1,4,256,1662,2,13-05-06 0:00,22-05-06 0:00,37.0755,2.966,0.9269,40.9684,22-05-06 0:00
139,2,4,252,1682,4,13-05-06 0:00,22-05-06 0:00,21558.075,1724.646,538.9519,23821.6729,22-05-06 0:00
140,1,4,260,1686,4,13-05-06 0:00,22-05-06 0:00,351.855,28.1484,8.7964,388.7998,22-05-06 0:00
141,1,4,258,1684,4,13-05-06 0:00,22-05-06 0:00,45172.05,3613.764,1129.3013,49915.1153,22-05-06 0:00
142,3,4,254,1534,4,13-05-06 0:00,22-05-06 0:00,267.183,21.3746,6.6796,295.2372,22-05-06 0:00
143,1,4,257,1614,5,13-05-06 0:00,22-05-06 0:00,415.8,33.264,10.395,459.459,22-05-06 0:00
144,2,3,261,1588,5,13-05-06 0:00,22-05-06 0:00,40471.2,3237.696,1011.78,44720.676,22-05-06 0:00
145,1,4,250,1622,4,13-05-06 0:00,22-05-06 0:00,662.0985,52.9679,16.5525,731.6189,22-05-06 0:00
146,1,4,253,1632,5,13-05-06 0:00,22-05-06 0:00,62092.8,4967.424,1552.32,68612.544,22-05-06 0:00
147,1,4,255,1608,5,13-05-06 0:00,22-05-06 0:00,5948.25,475.86,148.7063,6572.8163,22-05-06 0:00
148,1,4,256,1576,5,13-05-06 0:00,22-05-06 0:00,91117.95,7289.436,2277.9488,100685.3348,22-05-06 0:00
149,1,4,259,1590,1,13-05-06 0:00,22-05-06 0:00,525,42,13.125,580.125,22-05-06 0:00
150,1,4,260,1514,5,13-05-06 0:00,22-05-06 0:00,2003.6835,160.2947,50.0921,2214.0703,22-05-06 0:00
151,2,4,258,1498,4,13-05-06 0:00,22-05-06 0:00,26455.275,2116.422,661.3819,29233.0789,22-05-06 0:00
152,1,4,254,1674,2,13-05-06 0:00,22-05-06 0:00,944.37,75.5496,23.6093,1043.5289,22-05-06 0:00
153,1,4,252,1652,1,03-06-06 0:00,12-06-06 0:00,6993.525,559.482,174.8381,7727.8451,12-06-06 0:00
154,1,3,261,1578,3,03-06-06 0:00,12-06-06 0:00,36122.625,2889.81,903.0656,39915.5006,12-06-06 0:00
155,1,4,251,1538,5,03-06-06 0:00,12-06-06 0:00,37843.575,3027.486,946.0894,41817.1504,12-06-06 0:00
156,2,4,253,1556,4,03-06-06 0:00,12-06-06 0:00,25531.275,2042.502,638.2819,28212.0589,12-06-06 0:00
157,1,4,255,1554,5,01-07-06 0:00,10-07-06 0:00,773.955,61.9164,19.3489,855.2203,10-07-06 0:00
158,1,4,256,1688,4,01-07-06 0:00,10-07-06 0:00,125.748,10.0598,3.1437,138.9515,10-07-06 0:00
159,1,4,259,1580,5,01-07-06 0:00,10-07-06 0:00,150.7905,12.0632,3.7698,166.6235,10-07-06 0:00
160,1,4,260,1496,4,01-07-06 0:00,10-07-06 0:00,391.545,31.3236,9.7886,432.6572,10-07-06 0:00
161,1,4,258,1494,2,01-07-06 0:00,10-07-06 0:00,8847.3,707.784,221.1825,9776.2665,10-07-06 0:00
162,1,4,254,1650,5,01-07-06 0:00,10-07-06 0:00,171.0765,13.6861,4.2769,189.0395,10-07-06 0:00
163,1,4,257,1654,4,01-07-06 0:00,10-07-06 0:00,20397.3,1631.784,509.9325,22539.0165,10-07-06 0:00
164,1,3,261,1664,3,01-07-06 0:00,10-07-06 0:00,14628.075,1170.246,365.7019,16164.0229,10-07-06 0:00
165,1,4,251,1678,3,01-07-06 0:00,10-07-06 0:00,58685.55,4694.844,1467.1388,64847.5328,10-07-06 0:00
166,1,4,253,1616,4,01-07-06 0:00,10-07-06 0:00,481.887,38.551,12.0472,532.4852,10-07-06 0:00
167,1,4,255,1492,4,01-07-06 0:00,10-07-06 0:00,710.955,56.8764,17.7739,785.6053,10-07-06 0:00
168,1,4,256,1602,5,01-07-06 0:00,10-07-06 0:00,1796.0355,143.6828,44.9009,1984.6192,10-07-06 0:00
169,1,4,259,1540,4,01-07-06 0:00,10-07-06 0:00,664.3035,53.1443,16.6076,734.0554,10-07-06 0:00
170,1,4,260,1628,5,01-07-06 0:00,10-07-06 0:00,34644.225,2771.538,866.1056,38281.8686,10-07-06 0:00
171,1,4,258,1604,3,01-07-06 0:00,10-07-06 0:00,1581.93,126.5544,39.5483,1748.0327,10-07-06 0:00
172,1,4,254,1690,5,01-07-06 0:00,10-07-06 0:00,146.286,11.7029,3.6572,161.6461,10-07-06 0:00
173,1,4,257,1566,5,13-07-06 0:00,22-07-06 0:00,102.564,8.2051,2.5641,113.3332,22-07-06 0:00
174,1,3,261,1698,5,13-07-06 0:00,22-07-06 0:00,150.7905,12.0632,3.7698,166.6235,22-07-06 0:00
175,1,4,251,1560,5,13-07-06 0:00,22-07-06 0:00,13669.425,1093.554,341.7356,15104.7146,22-07-06 0:00
176,1,4,253,1692,5,13-07-06 0:00,22-07-06 0:00,13458.69,1076.6952,336.4673,14871.8525,22-07-06 0:00
177,1,4,252,1696,2,24-07-06 0:00,02-08-06 0:00,101720.85,8137.668,2543.0213,112401.5393,02-08-06 0:00
178,1,4,256,1504,1,24-07-06 0:00,02-08-06 0:00,551.88,44.1504,13.797,609.8274,02-08-06 0:00
179,1,4,259,1544,1,24-07-06 0:00,02-08-06 0:00,6987.75,559.02,174.6938,7721.4638,02-08-06 0:00
180,1,4,260,1530,2,24-07-06 0:00,02-08-06 0:00,28072.275,2245.782,701.8069,31019.8639,02-08-06 0:00
181,1,4,258,1508,1,24-07-06 0:00,02-08-06 0:00,1917.3,153.384,47.9325,2118.6165,02-08-06 0:00
182,1,4,254,1694,1,24-07-06 0:00,02-08-06 0:00,4215.75,337.26,105.3938,4658.4038,02-08-06 0:00
183,1,4,257,1624,2,24-07-06 0:00,02-08-06 0:00,28297.5,2263.8,707.4375,31268.7375,02-08-06 0:00
184,1,3,261,1548,2,24-07-06 0:00,02-08-06 0:00,59.9445,4.7956,1.4986,66.2387,02-08-06 0:00
185,1,4,251,1598,4,24-07-06 0:00,02-08-06 0:00,1055.565,84.4452,26.3891,1166.3993,02-08-06 0:00
186,1,4,253,1658,5,24-07-06 0:00,02-08-06 0:00,43878.45,3510.276,1096.9613,48485.6873,02-08-06 0:00
187,1,4,255,1536,4,24-07-06 0:00,02-08-06 0:00,747.81,59.8248,18.6953,826.3301,02-08-06 0:00
188,1,4,252,1568,1,24-07-06 0:00,02-08-06 0:00,20957.475,1676.598,523.9369,23158.0099,02-08-06 0:00
189,1,4,259,1648,5,24-07-06 0:00,02-08-06 0:00,142.4115,11.3929,3.5603,157.3647,02-08-06 0:00
190,1,4,260,1646,2,24-07-06 0:00,02-08-06 0:00,48030.675,3842.454,1200.7669,53073.8959,02-08-06 0:00
191,1,4,258,1672,4,24-07-06 0:00,02-08-06 0:00,28597.023,2287.7618,714.9256,31599.7104,02-08-06 0:00
192,1,4,250,1600,1,24-07-06 0:00,02-08-06 0:00,1276.275,102.102,31.9069,1410.2839,02-08-06 0:00
193,1,4,257,1522,1,27-07-06 0:00,05-08-06 0:00,2003.925,160.314,50.0981,2214.3371,05-08-06 0:00
194,1,3,261,1570,2,27-07-06 0:00,05-08-06 0:00,28343.7,2267.496,708.5925,31319.7885,05-08-06 0:00
195,1,4,251,1516,1,27-07-06 0:00,05-08-06 0:00,454.86,36.3888,11.3715,502.6203,05-08-06 0:00
196,1,4,253,1506,5,27-07-06 0:00,05-08-06 0:00,43878.45,3510.276,1096.9613,48485.6873,05-08-06 0:00
197,1,4,255,1626,2,27-07-06 0:00,05-08-06 0:00,7132.125,570.57,178.3031,7880.9981,05-08-06 0:00
198,1,4,256,1542,2,27-07-06 0:00,05-08-06 0:00,28343.7,2267.496,708.5925,31319.7885,05-08-06 0:00
199,1,4,259,1610,4,27-07-06 0:00,05-08-06 0:00,22516.725,1801.338,562.9181,24880.9811,05-08-06 0:00
200,1,4,260,1638,5,27-07-06 0:00,05-08-06 0:00,34644.225,2771.538,866.1056,38281.8686,05-08-06 0:00
201,1,4,258,1582,5,28-08-06 0:00,06-09-06 0:00,532.917,42.6334,13.3229,588.8733,06-09-06 0:00
202,1,4,254,1510,5,28-08-06 0:00,06-09-06 0:00,143.0415,11.4433,3.576,158.0608,06-09-06 0:00
203,1,4,257,1526,2,28-08-06 0:00,06-09-06 0:00,28199.325,2255.946,704.9831,31160.2541,06-09-06 0:00
204,1,3,261,1644,1,28-08-06 0:00,06-09-06 0:00,3713.325,297.066,92.8331,4103.2241,06-09-06 0:00
205,1,4,251,1680,5,28-08-06 0:00,06-09-06 0:00,63831.075,5106.486,1595.7769,70533.3379,06-09-06 0:00
206,1,4,253,1584,5,28-08-06 0:00,06-09-06 0:00,13361.04,1068.8832,334.026,14763.9492,06-09-06 0:00
207,1,4,255,1620,5,28-08-06 0:00,06-09-06 0:00,5711.475,456.918,142.7869,6311.1799,06-09-06 0:00
208,1,4,256,1666,4,28-08-06 0:00,06-09-06 0:00,627.4485,50.1959,15.6862,693.3306,06-09-06 0:00
209,1,4,259,1592,2,01-09-06 0:00,10-09-06 0:00,97.965,7.8372,2.4491,108.2513,10-09-06 0:00
210,1,4,250,1618,4,01-09-06 0:00,10-09-06 0:00,114.471,9.1577,2.8618,126.4905,10-09-06 0:00
211,1,4,258,1612,4,01-09-06 0:00,10-09-06 0:00,132.6465,10.6117,3.3162,146.5744,10-09-06 0:00
212,1,4,254,1586,5,01-09-06 0:00,10-09-06 0:00,43878.45,3510.276,1096.9613,48485.6873,10-09-06 0:00
213,1,4,257,1500,1,16-09-06 0:00,25-09-06 0:00,418.95,33.516,10.4738,462.9398,25-09-06 0:00
214,1,3,261,1656,4,16-09-06 0:00,25-09-06 0:00,272.4435,21.7955,6.8111,301.0501,25-09-06 0:00
215,1,4,251,1572,1,16-09-06 0:00,25-09-06 0:00,461.79,36.9432,11.5448,510.278,25-09-06 0:00
216,1,4,253,1562,5,16-09-06 0:00,25-09-06 0:00,544.7295,43.5784,13.6182,601.9261,25-09-06 0:00
217,1,4,255,1662,2,16-09-06 0:00,25-09-06 0:00,37.0755,2.966,0.9269,40.9684,25-09-06 0:00
218,1,4,256,1682,4,16-09-06 0:00,25-09-06 0:00,21558.075,1724.646,538.9519,23821.6729,25-09-06 0:00
219,1,4,259,1686,4,16-09-06 0:00,25-09-06 0:00,612.108,48.9686,15.3027,676.3793,25-09-06 0:00
