PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,ModifiedDat,TotalDue
23,1,4,257,1508,1,15-01-06 0:00,24-01-06 0:00,37312.275,2984.982,932.8069,24-01-06 0:00,35290
24,1,3,261,1694,1,15-01-06 0:00,24-01-06 0:00,4215.75,337.26,105.3938,24-01-06 0:00,33989
25,1,4,251,1624,2,15-01-06 0:00,24-01-06 0:00,28297.5,2263.8,707.4375,24-01-06 0:00,10680
26,1,4,253,1548,2,15-01-06 0:00,24-01-06 0:00,59.9445,4.7956,1.4986,24-01-06 0:00,10427
27,1,4,255,1598,4,15-01-06 0:00,24-01-06 0:00,722.61,57.8088,18.0653,24-01-06 0:00,39647
28,1,4,256,1658,5,15-01-06 0:00,24-01-06 0:00,43878.45,3510.276,1096.9613,24-01-06 0:00,2358
29,1,4,259,1536,4,08-02-06 0:00,17-02-06 0:00,592.7985,47.4239,14.82,17-02-06 0:00,3441
30,1,4,260,1568,2,08-02-06 0:00,17-02-06 0:00,21252.0,1700.16,531.3,17-02-06 0:00,14196
31,1,4,258,1648,5,08-02-06 0:00,17-02-06 0:00,142.4115,11.3929,3.5603,17-02-06 0:00,34447
32,3,4,254,1646,2,08-02-06 0:00,17-02-06 0:00,28794.15,2303.532,719.8538,17-02-06 0:00,28008
33,1,4,257,1672,4,16-02-06 0:00,25-02-06 0:00,421.155,33.6924,10.5289,25-02-06 0:00,14392
34,1,3,261,1600,1,16-02-06 0:00,25-02-06 0:00,1276.275,102.102,31.9069,25-02-06 0:00,36898
35,1,4,251,1522,1,16-02-06 0:00,25-02-06 0:00,2003.925,160.314,50.0981,25-02-06 0:00,27787
36,1,4,253,1570,2,16-02-06 0:00,25-02-06 0:00,50860.425,4068.8340000000003,1271.5106,25-02-06 0:00,629
37,1,4,255,1516,1,16-02-06 0:00,25-02-06 0:00,454.86,36.3888,11.3715,25-02-06 0:00,39040
38,3,4,256,1506,5,16-02-06 0:00,25-02-06 0:00,43878.45,3510.276,1096.9613,25-02-06 0:00,33775
39,1,4,252,1626,2,16-02-06 0:00,25-02-06 0:00,7132.125,570.57,178.3031,25-02-06 0:00,16065
40,1,4,260,1542,2,16-02-06 0:00,25-02-06 0:00,28343.7,2267.496,708.5925,25-02-06 0:00,1699
41,1,4,258,1610,4,16-02-06 0:00,25-02-06 0:00,22516.725,1801.338,562.9181,25-02-06 0:00,22494
42,2,4,254,1638,5,16-02-06 0:00,25-02-06 0:00,34644.225,2771.538,866.1056,25-02-06 0:00,905
43,1,4,257,1582,5,16-02-06 0:00,25-02-06 0:00,427.9275,34.2342,10.6982,25-02-06 0:00,20636
44,1,3,261,1510,5,16-02-06 0:00,25-02-06 0:00,143.0415,11.4433,3.576,25-02-06 0:00,21136
45,1,4,250,1526,2,16-02-06 0:00,25-02-06 0:00,28199.325,2255.946,704.9831,25-02-06 0:00,19334
46,1,4,253,1644,1,16-02-06 0:00,25-02-06 0:00,3713.325,297.066,92.8331,25-02-06 0:00,13176
47,1,4,255,1680,5,16-02-06 0:00,25-02-06 0:00,63831.075,5106.486,1595.7769,25-02-06 0:00,14475
48,1,4,256,1584,5,16-02-06 0:00,25-02-06 0:00,16340.31,1307.2248,408.5078,25-02-06 0:00,11381
49,1,4,259,1620,5,20-02-06 0:00,01-03-06 0:00,5711.475,456.918,142.7869,01-03-06 0:00,24771
50,2,4,260,1666,5,20-02-06 0:00,01-03-06 0:00,429.345,34.3476,10.7336,01-03-06 0:00,37295
51,1,4,258,1592,2,20-02-06 0:00,01-03-06 0:00,97.965,7.8372,2.4491,01-03-06 0:00,13795
52,1,4,254,1618,4,20-02-06 0:00,01-03-06 0:00,114.471,9.1577,2.8618,01-03-06 0:00,15901
53,1,4,252,1612,4,24-02-06 0:00,05-03-06 0:00,132.6465,10.6117,3.3162,05-03-06 0:00,38731
54,3,3,261,1586,5,24-02-06 0:00,05-03-06 0:00,43878.45,3510.276,1096.9613,05-03-06 0:00,17094
55,1,4,251,1500,1,24-02-06 0:00,05-03-06 0:00,418.95,33.516,10.4738,05-03-06 0:00,13555
56,1,4,253,1656,4,24-02-06 0:00,05-03-06 0:00,525.7665,42.0613,13.1442,05-03-06 0:00,19857
57,1,4,255,1572,1,24-02-06 0:00,05-03-06 0:00,461.79,36.9432,11.5448,05-03-06 0:00,10880
58,1,4,256,1562,4,24-02-06 0:00,05-03-06 0:00,630.378,50.4302,15.7595,05-03-06 0:00,35819
59,6,4,259,1662,2,24-02-06 0:00,05-03-06 0:00,37.0755,2.966,0.9269,05-03-06 0:00,3769
60,1,4,260,1682,4,24-02-06 0:00,05-03-06 0:00,21558.075,1724.646,538.9519,05-03-06 0:00,14430
61,1,4,258,1686,4,24-02-06 0:00,05-03-06 0:00,507.087,40.567,12.6772,05-03-06 0:00,29937
62,1,4,254,1684,5,24-02-06 0:00,05-03-06 0:00,41048.7,3283.8959999999997,1026.2175,05-03-06 0:00,16667
63,1,4,257,1534,5,24-02-06 0:00,05-03-06 0:00,429.345,34.3476,10.7336,05-03-06 0:00,21407
64,2,3,261,1614,5,24-02-06 0:00,05-03-06 0:00,279.153,22.3322,6.9788,05-03-06 0:00,28463
65,1,4,251,1588,5,24-02-06 0:00,05-03-06 0:00,40471.2,3237.696,1011.78,05-03-06 0:00,457
66,2,4,253,1622,5,24-02-06 0:00,05-03-06 0:00,563.5665,45.0853,14.0892,05-03-06 0:00,23294
67,1,4,255,1632,5,24-02-06 0:00,05-03-06 0:00,62092.8,4967.424,1552.32,05-03-06 0:00,2995
68,2,4,256,1608,5,24-02-06 0:00,05-03-06 0:00,5948.25,475.86,148.7063,05-03-06 0:00,13377
69,1,4,259,1576,5,25-02-06 0:00,06-03-06 0:00,91117.95,7289.436,2277.9488,06-03-06 0:00,4093
70,2,4,260,1590,1,25-02-06 0:00,06-03-06 0:00,525.0,42.0,13.125,06-03-06 0:00,2063
71,1,4,258,1514,5,25-02-06 0:00,06-03-06 0:00,2003.6835,160.2947,50.0921,06-03-06 0:00,23552
72,1,4,254,1498,4,25-02-06 0:00,06-03-06 0:00,26455.275,2116.422,661.3819,06-03-06 0:00,7233
73,1,4,257,1674,2,12-03-06 0:00,21-03-06 0:00,944.37,75.5496,23.6093,21-03-06 0:00,25585
74,3,3,261,1652,4,12-03-06 0:00,21-03-06 0:00,44594.55,3567.5640000000003,1114.8638,21-03-06 0:00,29341
75,1,4,251,1578,3,12-03-06 0:00,21-03-06 0:00,62843.55,5027.484,1571.0888,21-03-06 0:00,2944
76,1,4,253,1538,5,12-03-06 0:00,21-03-06 0:00,37843.575,3027.486,946.0894,21-03-06 0:00,6335
77,1,4,252,1556,4,12-03-06 0:00,21-03-06 0:00,25531.275,2042.5020000000002,638.2819,21-03-06 0:00,24616
78,1,4,256,1554,5,12-03-06 0:00,21-03-06 0:00,694.1655,55.5332,17.3541,21-03-06 0:00,36201
79,1,4,259,1688,4,12-03-06 0:00,21-03-06 0:00,125.74799999999999,10.0598,3.1437,21-03-06 0:00,27652
80,1,4,260,1580,5,12-03-06 0:00,21-03-06 0:00,150.7905,12.0632,3.7698,21-03-06 0:00,5191
81,1,4,258,1496,5,12-03-06 0:00,21-03-06 0:00,560.007,44.8006,14.0002,21-03-06 0:00,12862
82,2,4,254,1494,2,12-03-06 0:00,21-03-06 0:00,8847.3,707.784,221.1825,21-03-06 0:00,11569
83,1,4,257,1650,5,12-03-06 0:00,21-03-06 0:00,171.0765,13.6861,4.2769,21-03-06 0:00,37943
84,1,3,261,1654,4,12-03-06 0:00,21-03-06 0:00,20397.3,1631.7839999999999,509.9325,21-03-06 0:00,4139
85,1,4,251,1664,3,12-03-06 0:00,21-03-06 0:00,14628.075,1170.246,365.7019,21-03-06 0:00,2938
86,2,4,253,1678,3,12-03-06 0:00,21-03-06 0:00,58685.55,4694.844,1467.1388,21-03-06 0:00,18633
87,1,4,255,1616,5,12-03-06 0:00,21-03-06 0:00,773.01,61.8408,19.3253,21-03-06 0:00,31088
88,2,4,252,1492,5,12-03-06 0:00,21-03-06 0:00,656.586,52.5269,16.4147,21-03-06 0:00,29325
89,1,4,259,1602,5,26-03-06 0:00,04-04-06 0:00,1796.0355,143.6828,44.9009,04-04-06 0:00,23236
90,1,4,260,1540,4,26-03-06 0:00,04-04-06 0:00,358.6275,28.6902,8.9657,04-04-06 0:00,29830
91,1,4,258,1628,5,26-03-06 0:00,04-04-06 0:00,34644.225,2771.538,866.1056,04-04-06 0:00,12814
92,1,4,250,1604,4,26-03-06 0:00,04-04-06 0:00,257.5755,20.605999999999998,6.4394,04-04-06 0:00,36760
93,1,4,257,1690,5,30-03-06 0:00,08-04-06 0:00,146.286,11.7029,3.6572,08-04-06 0:00,5892
94,1,3,261,1566,5,30-03-06 0:00,08-04-06 0:00,102.564,8.2051,2.5641,08-04-06 0:00,15583
95,1,4,251,1698,5,30-03-06 0:00,08-04-06 0:00,150.7905,12.0632,3.7698,08-04-06 0:00,30177
96,1,4,253,1560,5,30-03-06 0:00,08-04-06 0:00,13669.425,1093.5539999999999,341.7356,08-04-06 0:00,13988
97,3,4,255,1692,5,09-04-06 0:00,18-04-06 0:00,16393.23,1311.4584,409.8308,18-04-06 0:00,13739
98,1,4,256,1696,4,09-04-06 0:00,18-04-06 0:00,73377.15,5870.172,1834.4288,18-04-06 0:00,38506
99,1,4,259,1504,1,09-04-06 0:00,18-04-06 0:00,551.88,44.1504,13.797,18-04-06 0:00,24530
100,1,4,260,1544,1,09-04-06 0:00,18-04-06 0:00,6987.75,559.02,174.6938,18-04-06 0:00,477
101,2,4,258,1530,2,09-04-06 0:00,18-04-06 0:00,28072.275,2245.782,701.8069,18-04-06 0:00,28986
102,1,4,254,1508,1,09-04-06 0:00,18-04-06 0:00,35394.975,2831.598,884.8744,18-04-06 0:00,16300
103,1,4,257,1694,1,09-04-06 0:00,18-04-06 0:00,3407.25,272.58,85.1813,18-04-06 0:00,39448
104,1,3,261,1624,2,09-04-06 0:00,18-04-06 0:00,28297.5,2263.8,707.4375,18-04-06 0:00,9972
105,1,4,251,1548,2,09-04-06 0:00,18-04-06 0:00,59.9445,4.7956,1.4986,18-04-06 0:00,35341
106,1,4,253,1598,4,09-04-06 0:00,18-04-06 0:00,332.955,26.6364,8.3239,18-04-06 0:00,12368
107,1,4,255,1658,5,09-04-06 0:00,18-04-06 0:00,43878.45,3510.276,1096.9613,18-04-06 0:00,33082
108,1,4,256,1536,4,09-04-06 0:00,18-04-06 0:00,674.3835,53.9507,16.8596,18-04-06 0:00,31062
109,1,4,259,1568,2,09-04-06 0:00,18-04-06 0:00,31398.675,2511.894,784.9669,18-04-06 0:00,11148
110,1,4,250,1648,5,09-04-06 0:00,18-04-06 0:00,142.4115,11.3929,3.5603,18-04-06 0:00,10309
111,1,4,258,1646,5,09-04-06 0:00,18-04-06 0:00,19236.525,1538.922,480.9131,18-04-06 0:00,32152
112,1,4,254,1672,4,09-04-06 0:00,18-04-06 0:00,272.4435,21.7955,6.8111,18-04-06 0:00,36242
113,2,4,257,1600,1,10-04-06 0:00,19-04-06 0:00,1276.275,102.102,31.9069,19-04-06 0:00,11673
114,1,3,261,1522,1,10-04-06 0:00,19-04-06 0:00,2003.925,160.314,50.0981,19-04-06 0:00,21902
115,1,4,251,1570,2,10-04-06 0:00,19-04-06 0:00,50860.425,4068.8340000000003,1271.5106,19-04-06 0:00,8366
116,1,4,253,1516,1,10-04-06 0:00,19-04-06 0:00,454.86,36.3888,11.3715,19-04-06 0:00,9397
117,1,4,255,1506,5,10-04-06 0:00,19-04-06 0:00,43878.45,3510.276,1096.9613,19-04-06 0:00,33364
118,2,4,256,1626,2,10-04-06 0:00,19-04-06 0:00,7132.125,570.57,178.3031,19-04-06 0:00,4796
119,1,4,259,1542,2,10-04-06 0:00,19-04-06 0:00,28343.7,2267.496,708.5925,19-04-06 0:00,30435
120,1,4,260,1610,4,10-04-06 0:00,19-04-06 0:00,22516.725,1801.338,562.9181,19-04-06 0:00,12229
121,1,4,250,1638,5,10-04-06 0:00,19-04-06 0:00,34644.225,2771.538,866.1056,19-04-06 0:00,25126
122,1,4,254,1582,4,10-04-06 0:00,19-04-06 0:00,266.238,21.299,6.656000000000001,19-04-06 0:00,25031
123,2,4,257,1510,5,10-04-06 0:00,19-04-06 0:00,143.0415,11.4433,3.576,19-04-06 0:00,1731
124,1,3,261,1526,2,10-04-06 0:00,19-04-06 0:00,28199.325,2255.946,704.9831,19-04-06 0:00,1729
125,1,4,251,1644,1,10-04-06 0:00,19-04-06 0:00,3713.325,297.066,92.8331,19-04-06 0:00,14353
126,1,4,253,1680,5,10-04-06 0:00,19-04-06 0:00,63831.075,5106.486,1595.7769,19-04-06 0:00,14795
127,1,4,255,1584,5,10-04-06 0:00,19-04-06 0:00,16340.31,1307.2248,408.5078,19-04-06 0:00,22598
128,1,4,256,1620,5,10-04-06 0:00,19-04-06 0:00,5711.475,456.918,142.7869,19-04-06 0:00,8900
129,1,4,259,1666,4,15-04-06 0:00,24-04-06 0:00,665.028,53.2022,16.6257,24-04-06 0:00,271
130,1,4,260,1592,2,15-04-06 0:00,24-04-06 0:00,97.965,7.8372,2.4491,24-04-06 0:00,18392
131,1,4,258,1618,4,15-04-06 0:00,24-04-06 0:00,114.471,9.1577,2.8618,24-04-06 0:00,20305
132,3,4,254,1612,4,15-04-06 0:00,24-04-06 0:00,132.6465,10.6117,3.3162,24-04-06 0:00,13397
133,1,4,257,1586,5,29-04-06 0:00,08-05-06 0:00,43878.45,3510.276,1096.9613,08-05-06 0:00,26542
134,1,3,261,1500,1,29-04-06 0:00,08-05-06 0:00,418.95,33.516,10.4738,08-05-06 0:00,16217
135,1,4,251,1656,4,29-04-06 0:00,08-05-06 0:00,3413.2455,273.0596,85.3311,08-05-06 0:00,34935
136,1,4,253,1572,1,29-04-06 0:00,08-05-06 0:00,461.79,36.9432,11.5448,08-05-06 0:00,4452
137,3,4,255,1562,4,13-05-06 0:00,22-05-06 0:00,722.4525,57.7962,18.0613,22-05-06 0:00,26383
138,1,4,256,1662,2,13-05-06 0:00,22-05-06 0:00,37.0755,2.966,0.9269,22-05-06 0:00,32291
139,2,4,252,1682,4,13-05-06 0:00,22-05-06 0:00,21558.075,1724.646,538.9519,22-05-06 0:00,24927
140,1,4,260,1686,4,13-05-06 0:00,22-05-06 0:00,351.855,28.1484,8.7964,22-05-06 0:00,5859
141,1,4,258,1684,4,13-05-06 0:00,22-05-06 0:00,45172.05,3613.764,1129.3013,22-05-06 0:00,38058
142,3,4,254,1534,4,13-05-06 0:00,22-05-06 0:00,267.183,21.3746,6.6796,22-05-06 0:00,23543
143,1,4,257,1614,5,13-05-06 0:00,22-05-06 0:00,415.8,33.264,10.395,22-05-06 0:00,34771
144,2,3,261,1588,5,13-05-06 0:00,22-05-06 0:00,40471.2,3237.696,1011.78,22-05-06 0:00,505
145,1,4,250,1622,4,13-05-06 0:00,22-05-06 0:00,662.0985,52.9679,16.5525,22-05-06 0:00,2693
146,1,4,253,1632,5,13-05-06 0:00,22-05-06 0:00,62092.8,4967.424,1552.32,22-05-06 0:00,6225
147,1,4,255,1608,5,13-05-06 0:00,22-05-06 0:00,5948.25,475.86,148.7063,22-05-06 0:00,16565
148,1,4,256,1576,5,13-05-06 0:00,22-05-06 0:00,91117.95,7289.436,2277.9488,22-05-06 0:00,6732
149,1,4,259,1590,1,13-05-06 0:00,22-05-06 0:00,525.0,42.0,13.125,22-05-06 0:00,21619
150,1,4,260,1514,5,13-05-06 0:00,22-05-06 0:00,2003.6835,160.2947,50.0921,22-05-06 0:00,22125
151,2,4,258,1498,4,13-05-06 0:00,22-05-06 0:00,26455.275,2116.422,661.3819,22-05-06 0:00,5685
152,1,4,254,1674,2,13-05-06 0:00,22-05-06 0:00,944.37,75.5496,23.6093,22-05-06 0:00,21287
153,1,4,252,1652,1,03-06-06 0:00,12-06-06 0:00,6993.525,559.482,174.8381,12-06-06 0:00,3177
154,1,3,261,1578,3,03-06-06 0:00,12-06-06 0:00,36122.625,2889.81,903.0656,12-06-06 0:00,31013
155,1,4,251,1538,5,03-06-06 0:00,12-06-06 0:00,37843.575,3027.486,946.0894,12-06-06 0:00,12773
156,2,4,253,1556,4,03-06-06 0:00,12-06-06 0:00,25531.275,2042.5020000000002,638.2819,12-06-06 0:00,38979
157,1,4,255,1554,5,01-07-06 0:00,10-07-06 0:00,773.955,61.9164,19.3489,10-07-06 0:00,29453
158,1,4,256,1688,4,01-07-06 0:00,10-07-06 0:00,125.74799999999999,10.0598,3.1437,10-07-06 0:00,3028
159,1,4,259,1580,5,01-07-06 0:00,10-07-06 0:00,150.7905,12.0632,3.7698,10-07-06 0:00,4682
160,1,4,260,1496,4,01-07-06 0:00,10-07-06 0:00,391.545,31.3236,9.7886,10-07-06 0:00,21977
161,1,4,258,1494,2,01-07-06 0:00,10-07-06 0:00,8847.3,707.784,221.1825,10-07-06 0:00,24940
162,1,4,254,1650,5,01-07-06 0:00,10-07-06 0:00,171.0765,13.6861,4.2769,10-07-06 0:00,27900
163,1,4,257,1654,4,01-07-06 0:00,10-07-06 0:00,20397.3,1631.7839999999999,509.9325,10-07-06 0:00,29469
164,1,3,261,1664,3,01-07-06 0:00,10-07-06 0:00,14628.075,1170.246,365.7019,10-07-06 0:00,21342
165,1,4,251,1678,3,01-07-06 0:00,10-07-06 0:00,58685.55,4694.844,1467.1388,10-07-06 0:00,16737
166,1,4,253,1616,4,01-07-06 0:00,10-07-06 0:00,481.88699999999994,38.551,12.0472,10-07-06 0:00,23693
167,1,4,255,1492,4,01-07-06 0:00,10-07-06 0:00,710.955,56.8764,17.7739,10-07-06 0:00,818
168,1,4,256,1602,5,01-07-06 0:00,10-07-06 0:00,1796.0355,143.6828,44.9009,10-07-06 0:00,25680
169,1,4,259,1540,4,01-07-06 0:00,10-07-06 0:00,664.3035,53.1443,16.6076,10-07-06 0:00,30722
170,1,4,260,1628,5,01-07-06 0:00,10-07-06 0:00,34644.225,2771.538,866.1056,10-07-06 0:00,3648
171,1,4,258,1604,3,01-07-06 0:00,10-07-06 0:00,1581.93,126.5544,39.5483,10-07-06 0:00,7717
172,1,4,254,1690,5,01-07-06 0:00,10-07-06 0:00,146.286,11.7029,3.6572,10-07-06 0:00,21840
173,1,4,257,1566,5,13-07-06 0:00,22-07-06 0:00,102.564,8.2051,2.5641,22-07-06 0:00,5672
174,1,3,261,1698,5,13-07-06 0:00,22-07-06 0:00,150.7905,12.0632,3.7698,22-07-06 0:00,427
175,1,4,251,1560,5,13-07-06 0:00,22-07-06 0:00,13669.425,1093.5539999999999,341.7356,22-07-06 0:00,30338
176,1,4,253,1692,5,13-07-06 0:00,22-07-06 0:00,13458.69,1076.6952,336.4673,22-07-06 0:00,37321
177,1,4,252,1696,2,24-07-06 0:00,02-08-06 0:00,101720.85,8137.668000000001,2543.0213,02-08-06 0:00,20765
178,1,4,256,1504,1,24-07-06 0:00,02-08-06 0:00,551.88,44.1504,13.797,02-08-06 0:00,21035
179,1,4,259,1544,1,24-07-06 0:00,02-08-06 0:00,6987.75,559.02,174.6938,02-08-06 0:00,11170
180,1,4,260,1530,2,24-07-06 0:00,02-08-06 0:00,28072.275,2245.782,701.8069,02-08-06 0:00,40042
181,1,4,258,1508,1,24-07-06 0:00,02-08-06 0:00,1917.3,153.384,47.9325,02-08-06 0:00,18441
182,1,4,254,1694,1,24-07-06 0:00,02-08-06 0:00,4215.75,337.26,105.3938,02-08-06 0:00,25427
183,1,4,257,1624,2,24-07-06 0:00,02-08-06 0:00,28297.5,2263.8,707.4375,02-08-06 0:00,16886
184,1,3,261,1548,2,24-07-06 0:00,02-08-06 0:00,59.9445,4.7956,1.4986,02-08-06 0:00,36976
185,1,4,251,1598,4,24-07-06 0:00,02-08-06 0:00,1055.565,84.4452,26.3891,02-08-06 0:00,8497
186,1,4,253,1658,5,24-07-06 0:00,02-08-06 0:00,43878.45,3510.276,1096.9613,02-08-06 0:00,31012
187,1,4,255,1536,4,24-07-06 0:00,02-08-06 0:00,747.81,59.8248,18.6953,02-08-06 0:00,37713
188,1,4,252,1568,1,24-07-06 0:00,02-08-06 0:00,20957.475,1676.598,523.9369,02-08-06 0:00,25809
189,1,4,259,1648,5,24-07-06 0:00,02-08-06 0:00,142.4115,11.3929,3.5603,02-08-06 0:00,29807
190,1,4,260,1646,2,24-07-06 0:00,02-08-06 0:00,48030.675,3842.454,1200.7669,02-08-06 0:00,547
191,1,4,258,1672,4,24-07-06 0:00,02-08-06 0:00,28597.022999999997,2287.7618,714.9256,02-08-06 0:00,10638
192,1,4,250,1600,1,24-07-06 0:00,02-08-06 0:00,1276.275,102.102,31.9069,02-08-06 0:00,3755
193,1,4,257,1522,1,27-07-06 0:00,05-08-06 0:00,2003.925,160.314,50.0981,05-08-06 0:00,7545
194,1,3,261,1570,2,27-07-06 0:00,05-08-06 0:00,28343.7,2267.496,708.5925,05-08-06 0:00,34832
195,1,4,251,1516,1,27-07-06 0:00,05-08-06 0:00,454.86,36.3888,11.3715,05-08-06 0:00,39479
196,1,4,253,1506,5,27-07-06 0:00,05-08-06 0:00,43878.45,3510.276,1096.9613,05-08-06 0:00,25466
197,1,4,255,1626,2,27-07-06 0:00,05-08-06 0:00,7132.125,570.57,178.3031,05-08-06 0:00,28849
198,1,4,256,1542,2,27-07-06 0:00,05-08-06 0:00,28343.7,2267.496,708.5925,05-08-06 0:00,5596
199,1,4,259,1610,4,27-07-06 0:00,05-08-06 0:00,22516.725,1801.338,562.9181,05-08-06 0:00,39696
200,1,4,260,1638,5,27-07-06 0:00,05-08-06 0:00,34644.225,2771.538,866.1056,05-08-06 0:00,10506
201,1,4,258,1582,5,28-08-06 0:00,06-09-06 0:00,532.9169999999999,42.6334,13.3229,06-09-06 0:00,19829
202,1,4,254,1510,5,28-08-06 0:00,06-09-06 0:00,143.0415,11.4433,3.576,06-09-06 0:00,31457
203,1,4,257,1526,2,28-08-06 0:00,06-09-06 0:00,28199.325,2255.946,704.9831,06-09-06 0:00,21272
204,1,3,261,1644,1,28-08-06 0:00,06-09-06 0:00,3713.325,297.066,92.8331,06-09-06 0:00,36626
205,1,4,251,1680,5,28-08-06 0:00,06-09-06 0:00,63831.075,5106.486,1595.7769,06-09-06 0:00,29447
206,1,4,253,1584,5,28-08-06 0:00,06-09-06 0:00,13361.04,1068.8832,334.026,06-09-06 0:00,37127
207,1,4,255,1620,5,28-08-06 0:00,06-09-06 0:00,5711.475,456.918,142.7869,06-09-06 0:00,454
208,1,4,256,1666,4,28-08-06 0:00,06-09-06 0:00,627.4485,50.1959,15.6862,06-09-06 0:00,16006
209,1,4,259,1592,2,01-09-06 0:00,10-09-06 0:00,97.965,7.8372,2.4491,10-09-06 0:00,16710
210,1,4,250,1618,4,01-09-06 0:00,10-09-06 0:00,114.471,9.1577,2.8618,10-09-06 0:00,1929
211,1,4,258,1612,4,01-09-06 0:00,10-09-06 0:00,132.6465,10.6117,3.3162,10-09-06 0:00,15801
212,1,4,254,1586,5,01-09-06 0:00,10-09-06 0:00,43878.45,3510.276,1096.9613,10-09-06 0:00,557
213,1,4,257,1500,1,16-09-06 0:00,25-09-06 0:00,418.95,33.516,10.4738,25-09-06 0:00,12082
214,1,3,261,1656,4,16-09-06 0:00,25-09-06 0:00,272.4435,21.7955,6.8111,25-09-06 0:00,11836
215,1,4,251,1572,1,16-09-06 0:00,25-09-06 0:00,461.79,36.9432,11.5448,25-09-06 0:00,13174
216,1,4,253,1562,5,16-09-06 0:00,25-09-06 0:00,544.7295,43.5784,13.6182,25-09-06 0:00,39607
217,1,4,255,1662,2,16-09-06 0:00,25-09-06 0:00,37.0755,2.966,0.9269,25-09-06 0:00,33210
218,1,4,256,1682,4,16-09-06 0:00,25-09-06 0:00,21558.075,1724.646,538.9519,25-09-06 0:00,17297
219,1,4,259,1686,4,16-09-06 0:00,25-09-06 0:00,612.1080000000001,48.9686,15.3027,25-09-06 0:00,35626
220,1,4,260,1684,5,16-09-06 0:00,25-09-06 0:00,65240.175,5219.214,1631.0044,25-09-06 0:00,28987
221,1,4,250,1534,5,17-09-06 0:00,26-09-06 0:00,534.807,42.7846,13.3702,26-09-06 0:00,6619
222,1,4,254,1614,5,17-09-06 0:00,26-09-06 0:00,273.0735,21.8459,6.8268,26-09-06 0:00,690
223,1,4,257,1588,5,17-09-06 0:00,26-09-06 0:00,40471.2,3237.696,1011.78,26-09-06 0:00,31876
224,1,3,261,1622,5,17-09-06 0:00,26-09-06 0:00,278.52299999999997,22.2818,6.9631,26-09-06 0:00,15702
225,1,4,251,1632,5,25-09-06 0:00,04-10-06 0:00,62092.8,4967.424,1552.32,04-10-06 0:00,37816
226,1,4,253,1608,5,25-09-06 0:00,04-10-06 0:00,5948.25,475.86,148.7063,04-10-06 0:00,470
